age
25
25
28
50
46
25
34
21
20
38
25
22
26
22
30
25
18
61
36
38
40
22
26
31
27
42
28
41
51
47
34
48
30
27
30
29
26
40
39
22
30
31
40
40
30
30
25
27
53
28
62
17
37
20
35
30
28
35
22
23
31
51
35
32
53
52
23
29
30
32
27
47
35
40
45
28
27
50
35
40
34
26
24
28
24
24
21
23
21
30
29
43
34
34
20
27
22
50
35
25
43
66
30
30
24
37
23
37
28
42
26
31
46
26
59
46
30
30
47
26
30
42
27
26
34
22
39
38
24
29
23
30
42
27
25
31
33
46
32
35
25
52
21
34
29
22
30
43
42
28
50
39
36
20
27
21
18
20
25
28
30
22
27
22
41
57
22
74
19
20
36
36
36
31
20
27
39
22
32
60
25
28
54
20
32
26
25
30
34
32
27
25
35
38
28
27
43
37
40
25
33
20
46
25
27
47
45
24
22
32
21
42
36
38
22
24
35
30
28
37
52
43
49
30
30
24
37
28
49
24
46
27
18
24
45
25
36
24
26
38
20
23
28
32
40
36
21
32
18
38
45
52
38
35
29
50
30
47
32
23
30
30
45
40
17
42
38
29
35
25
19
32
28
29
38
43
29
41
20
18
30
41
20
20
38
39
43
28
40
21
18
41
28
35
29
30
42
23
28
27
24
21
37
31
19
21
20
25
30
30
39
32
25
22
40
40
28
23
32
27
29
42
28
30
24
33
27
20
27
29
28
29
45
44
19
33
19
22
45
29
42
45
35
30
42
30
31
28
25
30
40
28
21
34
52
20
53
25
28
34
24
27
31
21
25
32
29
25
24
27
37
43
25
28
50
32
53
31
26
56
22
35
26
29
17
24
47
25
27
27
25
58
21
30
30
33
51
41
27
22
18
33
45
23
31
27
50
43
22
46
24
45
21
36
39
27
23
55
35
33
28
54
38
40
30
40
29
31
30
27
45
61
39
39
28
35
38
23
25
48
34
30
39
29
20
24
35
28
50
48
54
50
23
24
59
25
38
29
19
30
57
35
24
30
38
43
29
28
23
22
37
38
35
21
20
20
45
20
33
34
37
30
32
39
35
30
29
19
32
42
25
24
39
24
29
25
28
23
20
50
25
24
26
26
35
19
41
33
47
21
39
24
31
35
45
40
45
34
23
37
21
30
26
30
45
44
19
32
30
22
23
20
38
20
35
60
51
51
30
27
27
55
63
19
20
30
35
24
42
18
25
46
28
32
28
23
43
28
40
23
29
38
50
18
33
49
28
27
32
40
20
35
47
34
27
21
27
23
22
49
20
27
22
35
39
19
28
45
24
30
24
20
22
57
24
27
24
63
23
21
27
25
40
45
42
23
54
35
25
25
70
27
24
38
40
32
30
30
43
20
25
20
31
33
45
46
41
29
25
40
29
43
22
26
38
24
25
27
59
24
36
25
23
23
29
29
34
30
30
21
50
20
33
42
28
27
18
25
25
22
30
40
22
28
30
29
23
32
49
18
34
15
30
40
25
25
27
25
39
32
28
25
52
39
27
41
40
32
37
30
38
39
34
53
30
28
36
39
30
26
40
33
30
44
22
48
34
30
39
50
25
42
30
48
43
41
48
36
32
43
22
44
29
29
25
22
28
39
43
28
31
40
26
23
25
35
27
25
23
24
48
29
53
23
24
30
40
23
27
32
29
38
27
30
32
42
27
35
27
32
29
33
40
20
22
26
36
39
28
24
29
24
21
22
29
54
28
40
21
22
38
25
44
19
29
39
38
27
41
43
45
36
33
21
32
18
30
27
37
40
35
25
36
61
27
24
23
30
39
22
23
20
30
28
40
24
39
50
42
52
23
22
29
37
29
35
25
30
46
25
23
29
31
25
42
28
21
40
28
36
23
43
32
21
27
21
41
20
22
25
23
42
40
42
29
33
38
31
25
60
24
37
25
28
23
21
42
27
38
24
51
40
25
54
31
22
23
40
25
38
32
40
29
45
56
30
46
40
35
32
35
35
18
34
29
27
30
39
22
29
32
20
23
28
34
21
20
45
18
33
25
20
45
38
21
